cbg,week_number,device_count_week,completely_home_device_count_per_week,median_home_dwell_time_per_week,median_non_home_dwell_time_per_week
181570014002,33,620,150,9744,1530
181570014002,24,840,270,6272,1076
181570014002,25,856,230,5208,1556
181570014002,40,1094,374,2424,822
181570014002,41,1100,308,2004,1210
181570014002,42,1196,450,1770,628
181570014002,34,598,146,8924,1756
181570014002,43,1132,378,1208,876
181570110003,11,1073,343,5154,522
181570110003,12,1117,450,6697,223
181570110003,13,1162,423,6773,181
181570110003,35,2330,424,9258,3042
181570110003,36,2394,488,10200,2192
181570110003,37,2344,442,9588,2692
181570110003,26,2374,554,9532,1910
181570110003,27,2484,558,9086,2048
181570110003,28,2454,542,9296,2360
181570110003,19,1228,407,5917,394
181570110003,20,1300,336,5057,649
181570110003,21,1294,324,5113,670
181570110003,14,1199,487,7168,119
181570110003,15,1020,417,7725,142
181570110003,29,2350,476,9710,2180
181570110003,30,1976,442,8484,2072
181570110003,38,2362,470,9924,2776
181570110003,39,2374,474,9848,2810
181570110003,22,2562,618,10552,1358
181570110003,23,2546,548,9628,1820
181570110003,16,1100,348,6749,310
181570110003,17,1129,361,6285,314
181570110003,18,1169,373,6112,370
181570110003,31,2198,456,10600,2374
181570110003,32,2298,520,10168,2160
181570110003,33,2284,462,9946,2316
181570110003,24,2390,504,9564,2226
181570110003,25,2552,550,9402,1904
181570110003,40,2356,434,10134,2752
181570110003,41,2452,442,9506,2766
181570110003,42,2528,504,10292,2420
181570110003,34,2310,468,9958,2678
181570110003,43,2454,534,10964,2484
181570003001,11,680,228,5534,418
181570003001,12,676,248,6603,271
181570003001,13,747,330,6398,90
181570003001,35,1192,332,10426,2330
181570003001,36,1248,338,11422,1552
181570003001,37,1222,336,9814,1770
181570003001,26,1372,334,10864,1314
181570003001,27,1418,288,9242,2966
181570003001,28,1374,348,9842,1878
181570003001,19,757,235,5895,492
181570003001,20,704,202,5695,608
181570003001,21,759,195,5793,645
181570003001,14,805,336,6863,136
181570003001,15,677,261,6571,219
181570003001,29,1382,362,10736,1846
181570003001,30,1164,254,9472,1648
181570003001,38,1350,324,10052,2196
181570003001,39,1372,340,9812,2380
181570003001,22,1506,354,10648,1518
181570003001,23,1510,408,10546,1468
181570003001,16,731,314,6713,110
181570003001,17,701,253,5852,224
181570003001,18,712,253,6432,264
181570003001,31,1288,302,10120,2126
181570003001,32,1248,272,9844,2160
181570003001,33,1258,306,10616,2014
181570003001,24,1376,368,10832,1842
181570003001,25,1414,346,10548,1956
181570003001,40,1504,340,9958,2894
181570003001,41,1436,354,9474,2428
181570003001,42,1402,338,10096,2108
181570003001,34,1184,274,10664,2358
181570003001,43,1364,320,9580,2260
181570003002,11,675,241,3986,280
181570003002,12,664,294,5530,107
181570003002,13,649,298,6169,54
181570003002,35,1260,314,9570,2050
181570003002,36,1232,296,9526,2304
181570003002,37,1240,290,10228,2640
181570003002,26,1220,340,10170,1454
181570003002,27,1314,370,8960,1540
181570003002,28,1318,350,10184,1684
181570003002,19,654,253,5278,277
181570003002,20,660,233,4916,328
181570003002,21,636,198,4630,643
181570003002,14,686,317,5835,81
181570003002,15,608,238,6016,152
181570003002,29,1316,304,10062,1978
181570003002,30,1210,316,8564,1708
181570003002,38,1188,328,10344,2074
181570003002,39,1158,288,11140,2330
181570003002,22,1222,360,9906,1340
181570003002,23,1290,364,7664,1194
181570003002,16,608,221,5916,186
181570003002,17,602,250,4815,173
181570003002,18,635,235,5791,167
181570003002,31,1402,378,9806,1866
181570003002,32,1348,364,10248,1632
181570003002,33,1318,334,9740,2000
181570003002,24,1120,326,8690,1786
181570003002,25,1222,364,9988,1252
181570003002,40,1294,324,9358,2144
181570003002,41,1334,356,10100,1760
181570003002,42,1254,308,8348,2028
181570003002,34,1240,328,9680,2428
181570003002,43,1306,282,9536,2896
181570013001,11,984,384,5361,230
181570013001,12,950,453,7201,60
181570013001,13,1067,468,5936,97
181570013001,35,2056,496,7532,1988
181570013001,36,2054,500,8856,1910
181570013001,37,1970,518,8192,2342
181570013001,26,1866,536,8938,1348
181570013001,27,1926,628,9216,840
181570013001,28,1980,620,8800,1048
181570013001,19,1051,410,5335,209
181570013001,20,1113,361,5071,482
181570013001,21,1107,378,5060,354
181570013001,14,1095,475,6041,133
181570013001,15,922,395,6360,145
181570013001,29,2012,600,7752,1328
181570013001,30,1746,444,7226,1470
181570013001,38,2052,524,8824,1998
181570013001,39,2050,510,8602,2076
181570013001,22,2202,728,9316,956
181570013001,23,2114,684,8646,1154
181570013001,16,1053,428,5587,173
181570013001,17,1017,401,5133,233
181570013001,18,1007,383,5410,231
181570013001,31,2032,492,7780,1550
181570013001,32,2084,468,8726,1982
181570013001,33,2096,440,8352,2202
181570013001,24,1952,630,7880,1032
181570013001,25,2064,664,9786,1146
181570013001,40,2114,456,9012,2168
181570013001,41,2110,554,8794,1978
181570013001,42,2188,588,10324,1572
181570013001,34,2058,498,8116,2338
181570013001,43,2048,460,9322,2528
181570013002,11,633,251,5291,180
181570013002,12,613,294,5805,62
181570013002,13,692,328,5989,44
181570013002,35,1356,318,6940,1696
181570013002,36,1430,368,8676,1456
181570013002,37,1304,386,9044,1628
181570013002,26,1182,384,9070,902
181570013002,27,1276,370,7892,860
181570013002,28,1372,462,8242,700
181570013002,19,676,256,5782,197
181570013002,20,708,225,4960,356
181570013002,21,666,190,4956,439
181570013002,14,712,336,5853,63
181570013002,15,570,234,6401,171
181570013002,29,1366,434,8904,814
181570013002,30,1186,362,7084,816
181570013002,38,1354,342,7984,1660
181570013002,39,1324,320,8464,1712
181570013002,22,1332,342,7634,1284
181570013002,23,1360,444,9536,764
181570013002,16,640,267,6056,99
181570013002,17,689,269,4909,143
181570013002,18,689,281,5292,140
181570013002,31,1374,396,8746,1332
181570013002,32,1448,466,8300,1050
181570013002,33,1412,438,8866,1026
181570013002,24,1232,428,9250,914
181570013002,25,1284,388,9312,1024
181570013002,40,1486,350,7762,2318
181570013002,41,1370,314,7406,2102
181570013002,42,1378,398,8168,1238
181570013002,34,1322,394,7320,1152
181570013002,43,1390,380,8232,1628
181570002001,11,405,131,2904,378
181570002001,12,468,172,3415,380
181570002001,13,554,196,3032,242
181570002001,35,898,266,6824,1296
181570002001,36,924,330,9012,818
181570002001,37,870,252,8282,1176
181570002001,26,812,234,5660,1092
181570002001,27,826,266,6368,1238
181570002001,28,808,252,7478,1240
181570002001,19,473,174,3208,181
181570002001,20,492,188,3997,290
181570002001,21,444,167,3480,296
181570002001,14,552,214,4371,146
181570002001,15,441,169,5235,253
181570002001,29,724,230,7462,678
181570002001,30,624,198,8128,920
181570002001,38,794,252,9296,944
181570002001,39,818,224,6506,1346
181570002001,22,998,352,4414,678
181570002001,23,978,344,4242,586
181570002001,16,473,172,3628,192
181570002001,17,462,157,3087,414
181570002001,18,420,133,3057,190
181570002001,31,810,206,6858,1194
181570002001,32,844,262,8020,800
181570002001,33,862,252,7028,1372
181570002001,24,866,292,6688,862
181570002001,25,880,288,6852,742
181570002001,40,838,236,7370,1576
181570002001,41,804,268,9130,660
181570002001,42,816,270,9146,1086
181570002001,34,776,264,8386,912
181570002001,43,842,288,7590,800
181570002002,11,444,128,5360,615
181570002002,12,425,152,6553,229
181570002002,13,522,214,6307,133
181570002002,35,888,202,9436,1824
181570002002,36,832,160,10828,2180
181570002002,37,804,190,10152,1944
181570002002,26,916,300,10204,1046
181570002002,27,966,308,11102,800
181570002002,28,970,270,9882,1582
181570002002,19,481,123,4217,537
181570002002,20,502,122,5318,669
181570002002,21,469,114,5524,962
181570002002,14,500,213,6513,130
181570002002,15,422,182,6313,100
181570002002,29,1028,304,9864,1400
181570002002,30,866,216,7172,1462
181570002002,38,812,174,10262,2222
181570002002,39,748,190,11410,2438
181570002002,22,1016,236,9778,1674
181570002002,23,924,268,10384,1242
181570002002,16,462,173,5924,263
181570002002,17,456,169,5677,158
181570002002,18,453,139,5595,409
181570002002,31,982,216,7376,2144
181570002002,32,956,172,6514,2888
181570002002,33,916,158,9608,2446
181570002002,24,890,280,11134,1298
181570002002,25,934,284,10776,924
181570002002,40,816,154,10548,1914
181570002002,41,836,170,9784,2194
181570002002,42,818,218,9590,1514
181570002002,34,794,154,10862,2212
181570002002,43,840,210,10572,1394
181570109011,11,1811,617,5290,572
181570109011,12,1766,714,6799,176
181570109011,13,1932,799,6759,131
181570109011,35,4262,922,10270,2562
181570109011,36,4420,1110,10572,2332
181570109011,37,4268,906,10046,2922
181570109011,26,3908,946,10442,2264
181570109011,27,4092,1078,10822,1746
181570109011,28,4158,1114,10156,1840
181570109011,19,2082,708,5796,485
181570109011,20,2089,631,5296,605
181570109011,21,2099,590,5410,637
181570109011,14,2002,852,7149,110
181570109011,15,1774,727,7336,145
181570109011,29,4288,1080,9624,2240
181570109011,30,3744,916,8972,1968
181570109011,38,4406,970,10070,2618
181570109011,39,4244,928,10886,2788
181570109011,22,4072,1112,10900,1522
181570109011,23,4128,1032,11104,1548
181570109011,16,1952,753,6471,185
181570109011,17,1981,684,6179,249
181570109011,18,2030,686,6040,317
181570109011,31,4298,1044,10830,2102
181570109011,32,4222,960,11096,2118
181570109011,33,4210,952,10540,2668
181570109011,24,3814,986,10582,1860
181570109011,25,4130,1078,10320,2022
181570109011,40,4596,1054,10376,2380
181570109011,41,4578,1060,10366,2216
181570109011,42,4576,1124,10602,2242
181570109011,34,4136,944,10384,2740
181570109011,43,4436,1064,11174,2304
181570109012,11,754,244,5047,642
181570109012,12,754,300,6813,220
181570109012,13,811,304,6490,263
181570109012,35,1564,322,10596,2892
181570109012,36,1616,386,9804,2626
181570109012,37,1578,346,9590,2372
181570109012,26,1648,386,9738,1990
181570109012,27,1576,342,8634,2422
181570109012,28,1588,368,10318,1924
181570109012,19,843,238,4892,647
181570109012,20,922,226,4744,937
181570109012,21,909,223,4643,822
181570109012,14,857,308,6139,255
181570109012,15,731,251,6770,304
181570109012,29,1558,366,10506,2386
181570109012,30,1260,296,9064,1708
181570109012,38,1596,330,9414,2938
181570109012,39,1726,390,10270,2694
181570109012,22,1780,418,10252,1844
181570109012,23,1704,394,10998,1920
181570109012,16,783,249,5884,334
181570109012,17,776,227,5658,470
181570109012,18,809,236,5368,559
181570109012,31,1502,304,10276,2850
181570109012,32,1504,304,10096,2726
181570109012,33,1420,298,10842,3080
181570109012,24,1692,394,9742,2170
181570109012,25,1754,460,10350,1586
181570109012,40,1840,356,8486,2916
181570109012,41,1784,396,8448,2812
181570109012,42,1760,362,8766,2888
181570109012,34,1450,268,9630,3298
181570109012,43,1688,420,10774,2096
181570109013,11,2022,534,3418,781
181570109013,12,1929,646,5654,353
181570109013,13,1805,696,6932,200
181570109013,35,3306,736,10706,2142
181570109013,36,3402,854,11736,2158
181570109013,37,3210,824,10798,2582
181570109013,26,3068,764,11372,1830
181570109013,27,3200,826,11298,1750
181570109013,28,3208,914,10954,1466
181570109013,19,1758,622,6490,336
181570109013,20,1798,553,5850,602
181570109013,21,1769,488,5748,687
181570109013,14,1716,726,7235,117
181570109013,15,1494,620,7860,160
181570109013,29,3152,780,11434,1728
181570109013,30,2698,708,9804,1562
181570109013,38,3122,728,10856,2742
181570109013,39,3196,750,11604,2682
181570109013,22,3406,818,10904,1816
181570109013,23,3400,896,10794,1514
181570109013,16,1588,615,7177,161
181570109013,17,1693,596,6454,215
181570109013,18,1731,620,6753,261
181570109013,31,3182,712,11802,1716
181570109013,32,3170,748,11292,1840
181570109013,33,3262,776,11158,1990
181570109013,24,3156,768,11066,1814
181570109013,25,3350,852,11072,1874
181570109013,40,3318,758,11302,2554
181570109013,41,3314,724,10980,2872
181570109013,42,3240,718,11056,2586
181570109013,34,3156,758,11244,2434
181570109013,43,3156,668,10872,2878
181570055002,11,1445,200,0,5884
181570055002,12,1500,339,0,5713
181570055002,13,1424,366,0,5288
181570055002,35,1404,370,11218,1626
181570055002,36,1612,546,13634,878
181570055002,37,1714,538,11722,1190
181570055002,26,1030,374,5910,1034
181570055002,27,1024,412,6408,526
181570055002,28,1110,424,5604,714
181570055002,19,628,207,1838,794
181570055002,20,663,213,875,1206
181570055002,21,643,187,118,1106
181570055002,14,1362,317,0,5448
181570055002,15,1253,305,0,5315
181570055002,29,1066,358,6216,1122
181570055002,30,892,248,2470,2212
181570055002,38,1614,528,11912,1070
181570055002,39,2256,632,12428,1692
181570055002,22,1350,402,112,3028
181570055002,23,1160,380,2306,2618
181570055002,16,1262,304,0,4770
181570055002,17,1010,308,1915,2072
181570055002,18,667,302,4647,344
181570055002,31,976,148,0,7674
181570055002,32,922,140,0,8068
181570055002,33,926,146,0,9082
181570055002,24,1012,326,2428,3848
181570055002,25,1068,370,5378,1626
181570055002,40,3148,860,13546,1434
181570055002,41,3166,826,13188,1748
181570055002,42,3104,874,13310,1560
181570055002,34,978,158,0,4618
181570055002,43,3066,810,13878,1604
181570109021,11,1265,364,2882,545
181570109021,12,1199,359,3438,593
181570109021,13,1264,371,3967,469
181570109021,35,2862,498,3700,2436
181570109021,36,2998,578,3640,2500
181570109021,37,2848,538,4526,2642
181570109021,26,2200,534,8538,2142
181570109021,27,2480,636,7488,1668
181570109021,28,2548,584,5886,1852
181570109021,19,1060,352,5758,381
181570109021,20,1133,321,5082,606
181570109021,21,1099,305,4834,734
181570109021,14,1293,390,3707,562
181570109021,15,987,320,6015,359
181570109021,29,2452,548,6426,1832
181570109021,30,2156,526,5900,1176
181570109021,38,2824,520,3742,2624
181570109021,39,2834,530,3878,2678
181570109021,22,2136,546,9722,1754
181570109021,23,2308,616,8668,1506
181570109021,16,1245,343,3751,570
181570109021,17,1175,328,4325,633
181570109021,18,1046,330,5642,384
181570109021,31,2584,568,6130,1848
181570109021,32,2566,572,6082,1828
181570109021,33,2558,512,5862,2180
181570109021,24,2192,564,9814,1590
181570109021,25,2446,610,7828,1762
181570109021,40,2898,496,3998,2576
181570109021,41,2822,528,4466,2570
181570109021,42,2966,582,4186,2662
181570109021,34,2580,468,5458,2418
181570109021,43,2668,512,4532,2896
181570109022,11,1203,377,5422,754
181570109022,12,1181,467,6520,401
181570109022,13,1260,486,6267,204
181570109022,35,2408,478,9756,2456
181570109022,36,2448,564,10564,2492
181570109022,37,2292,488,9784,2728
181570109022,26,2392,546,10954,2204
181570109022,27,2506,574,10094,2378
181570109022,28,2514,656,10402,1998
181570109022,19,1284,395,6154,469
181570109022,20,1293,357,5686,688
181570109022,21,1293,365,5676,678
181570109022,14,1254,462,6362,252
181570109022,15,1100,394,6713,448
181570109022,29,2408,496,10134,2826
181570109022,30,2064,400,9000,2084
181570109022,38,2280,490,10426,2554
181570109022,39,2320,546,10884,2422
181570109022,22,2658,620,10492,2104
181570109022,23,2722,652,10016,2016
181570109022,16,1249,423,6282,378
181570109022,17,1223,408,6119,352
181570109022,18,1235,403,6075,470
181570109022,31,2352,490,10170,2826
181570109022,32,2396,500,10596,2156
181570109022,33,2356,414,9818,2942
181570109022,24,2490,620,10988,2306
181570109022,25,2636,590,10986,2156
181570109022,40,2414,556,10080,2358
181570109022,41,2392,500,9406,2314
181570109022,42,2482,556,9926,2502
181570109022,34,2364,512,10654,2556
181570109022,43,2356,530,11198,2480
181570012001,11,385,111,1782,891
181570012001,12,369,122,2558,323
181570012001,13,414,156,3502,276
181570012001,35,908,278,5092,1100
181570012001,36,964,334,4792,1002
181570012001,37,920,252,3968,1146
181570012001,26,822,250,9116,1100
181570012001,27,936,300,7336,738
181570012001,28,976,332,6352,602
181570012001,19,546,206,3165,231
181570012001,20,537,169,1996,380
181570012001,21,534,154,2440,542
181570012001,14,384,162,4129,141
181570012001,15,345,150,4673,121
181570012001,29,886,276,5976,714
181570012001,30,782,242,5928,742
181570012001,38,828,212,4552,1642
181570012001,39,818,218,5252,1302
181570012001,22,1088,332,4706,938
181570012001,23,1002,314,5104,720
181570012001,16,403,158,3683,206
181570012001,17,441,142,3356,274
181570012001,18,519,168,2636,336
181570012001,31,970,202,3968,2006
181570012001,32,872,202,5316,1698
181570012001,33,870,232,6548,1394
181570012001,24,994,306,7206,982
181570012001,25,944,300,8642,864
181570012001,40,910,240,5008,1846
181570012001,41,910,218,4738,1804
181570012001,42,962,258,3664,1464
181570012001,34,794,190,4662,2090
181570012001,43,894,238,7516,1688
181570108001,11,1154,308,3022,1006
181570108001,12,1239,360,3039,658
181570108001,13,1302,397,3018,697
181570108001,35,2436,580,7332,2492
181570108001,36,2612,682,5802,2108
181570108001,37,2572,678,5228,1902
181570108001,26,2134,614,5646,1398
181570108001,27,2158,578,7264,1898
181570108001,28,2286,590,5678,2036
181570108001,19,1256,350,2690,620
181570108001,20,1247,323,2665,733
181570108001,21,1252,292,1831,903
181570108001,14,1262,381,3476,466
181570108001,15,1042,342,4221,551
181570108001,29,2282,588,5888,1890
181570108001,30,2090,518,4890,1688
181570108001,38,2514,776,5882,1454
181570108001,39,2466,634,5842,2024
181570108001,22,2420,582,4140,1546
181570108001,23,2472,652,4536,1730
181570108001,16,1170,326,2718,798
181570108001,17,1188,362,2547,443
181570108001,18,1250,377,2700,479
181570108001,31,2340,518,6370,2428
181570108001,32,2366,488,5906,2190
181570108001,33,2374,500,6172,2362
181570108001,24,2174,594,6016,2074
181570108001,25,2268,612,5742,1802
181570108001,40,2674,718,5608,1874
181570108001,41,2670,674,4988,2314
181570108001,42,2812,758,3758,1454
181570108001,34,2268,540,7024,2572
181570108001,43,2730,612,3664,2544
181570012002,11,348,105,1915,505
181570012002,12,338,108,2442,753
181570012002,13,404,140,1754,519
181570012002,35,836,268,8364,768
181570012002,36,900,302,5648,742
181570012002,37,928,280,4504,1094
181570012002,26,646,194,4274,1150
181570012002,27,692,218,3956,648
181570012002,28,646,204,4052,736
181570012002,19,363,132,1295,358
181570012002,20,433,138,1617,343
181570012002,21,394,128,1958,337
181570012002,14,376,141,1554,425
181570012002,15,280,95,1026,895
181570012002,29,626,154,4018,1632
181570012002,30,648,162,3378,926
181570012002,38,994,282,3168,956
181570012002,39,1118,280,3220,1346
181570012002,22,720,238,4398,668
181570012002,23,776,244,3256,1000
181570012002,16,324,119,971,309
181570012002,17,324,114,1614,359
181570012002,18,358,119,2207,310
181570012002,31,708,182,5368,1626
181570012002,32,714,198,4056,1486
181570012002,33,794,212,7806,1092
181570012002,24,716,228,4104,718
181570012002,25,692,196,4206,1488
181570012002,40,1376,494,3060,1216
181570012002,41,1352,430,1792,1152
181570012002,42,1282,422,908,936
181570012002,34,776,270,6180,888
181570012002,43,1270,354,660,1120
181570108002,11,363,102,4130,869
181570108002,12,371,142,5735,127
181570108002,13,371,146,6400,165
181570108002,35,676,98,7622,3700
181570108002,36,658,120,9530,2942
181570108002,37,652,118,8576,3236
181570108002,26,626,94,7442,2750
181570108002,27,642,118,6802,2672
181570108002,28,678,114,6322,2820
181570108002,19,343,100,5190,357
181570108002,20,364,93,3545,800
181570108002,21,381,95,3930,687
181570108002,14,372,136,6053,158
181570108002,15,293,112,7089,167
181570108002,29,638,102,4922,3622
181570108002,30,492,62,6298,3964
181570108002,38,678,124,7490,3914
181570108002,39,704,126,7104,3368
181570108002,22,760,192,7710,1630
181570108002,23,710,126,6938,3296
181570108002,16,326,100,5255,339
181570108002,17,319,99,4722,454
181570108002,18,353,106,5232,394
181570108002,31,702,132,8246,2622
181570108002,32,654,106,8178,2756
181570108002,33,664,102,7370,2740
181570108002,24,596,140,8282,2282
181570108002,25,664,138,6890,2558
181570108002,40,690,124,7212,3260
181570108002,41,660,168,7286,2806
181570108002,42,712,172,6898,2698
181570108002,34,610,56,10070,3276
181570108002,43,694,118,6896,2770
181570012003,11,326,115,2763,413
181570012003,12,320,134,5306,84
181570012003,13,352,142,5709,104
181570012003,35,850,168,9070,2350
181570012003,36,826,192,9996,2278
181570012003,37,794,204,9764,1998
181570012003,26,712,182,8742,1314
181570012003,27,652,144,8724,1364
181570012003,28,728,196,11016,956
181570012003,19,351,133,5428,185
181570012003,20,400,134,5223,337
181570012003,21,391,124,5736,285
181570012003,14,401,186,6415,31
181570012003,15,334,154,7698,50
181570012003,29,714,194,10402,1508
181570012003,30,644,182,9458,992
181570012003,38,784,184,10588,1954
181570012003,39,814,192,11738,1996
181570012003,22,828,266,10692,850
181570012003,23,788,278,11160,738
181570012003,16,349,130,6608,144
181570012003,17,355,125,6085,124
181570012003,18,342,127,5772,298
181570012003,31,766,228,10882,1478
181570012003,32,770,184,11126,1788
181570012003,33,790,192,11126,1790
181570012003,24,698,240,11922,1112
181570012003,25,712,212,11196,1362
181570012003,40,722,156,11114,2588
181570012003,41,752,218,12414,1442
181570012003,42,772,236,12944,1028
181570012003,34,768,194,10410,1996
181570012003,43,716,216,12156,1994
181570108003,11,1298,523,5963,283
181570108003,12,1340,655,8128,39
181570108003,13,1437,672,8075,59
181570108003,35,2360,472,10686,3026
181570108003,36,2442,506,11300,2640
181570108003,37,2316,436,11052,2936
181570108003,26,2526,560,10292,2434
181570108003,27,2580,578,11038,2124
181570108003,28,2520,556,10980,2250
181570108003,19,1452,495,6821,297
181570108003,20,1425,421,5862,604
181570108003,21,1405,358,5504,789
181570108003,14,1475,705,8107,47
181570108003,15,1296,570,8710,73
181570108003,29,2430,522,10602,2414
181570108003,30,2128,500,9474,1522
181570108003,38,2274,484,10520,2944
181570108003,39,2314,418,11014,3096
181570108003,22,2662,594,10274,2128
181570108003,23,2730,606,10892,2260
181570108003,16,1372,520,7791,147
181570108003,17,1411,552,7545,171
181570108003,18,1387,467,7020,304
181570108003,31,2466,472,11496,2338
181570108003,32,2448,512,11662,1892
181570108003,33,2494,542,11206,2214
181570108003,24,2578,534,9662,2780
181570108003,25,2692,638,10514,2320
181570108003,40,2334,470,11190,2406
181570108003,41,2416,558,11446,1860
181570108003,42,2444,556,11478,1900
181570108003,34,2314,448,11194,2910
181570108003,43,2364,544,11384,1902
181570001002,11,409,143,5280,422
181570001002,12,408,170,6475,253
181570001002,13,475,205,6751,136
181570001002,35,880,286,8428,1422
181570001002,36,930,312,9852,1108
181570001002,37,822,272,8206,1746
181570001002,26,970,280,8526,2276
181570001002,27,958,246,10122,1968
181570001002,28,870,224,10408,2134
181570001002,19,472,151,5657,551
181570001002,20,456,147,5566,565
181570001002,21,462,132,5053,1012
181570001002,14,442,196,5728,44
181570001002,15,381,171,6762,122
181570001002,29,888,248,8072,2170
181570001002,30,752,248,7220,1380
181570001002,38,842,256,7900,1638
181570001002,39,774,178,6514,2428
181570001002,22,998,288,9884,2094
181570001002,23,938,288,10670,1268
181570001002,16,416,181,6730,151
181570001002,17,421,157,6077,271
181570001002,18,445,164,6218,227
181570001002,31,880,240,7992,2060
181570001002,32,842,242,8830,1568
181570001002,33,800,254,7648,1510
181570001002,24,970,288,11380,1742
181570001002,25,972,254,10702,2198
181570001002,40,908,290,5656,1058
181570001002,41,886,276,7222,1726
181570001002,42,972,300,7040,1232
181570001002,34,770,262,7108,1138
181570001002,43,982,340,8956,1226
181570054001,11,919,171,0,4377
181570054001,12,896,209,0,5753
181570054001,13,872,227,0,4433
181570054001,35,936,266,10104,1388
181570054001,36,1058,270,11322,1336
181570054001,37,1066,308,11012,1322
181570054001,26,726,240,5014,1492
181570054001,27,652,196,9056,1716
181570054001,28,660,228,6140,996
181570054001,19,418,149,3809,417
181570054001,20,482,170,2178,481
181570054001,21,414,140,2348,501
181570054001,14,815,212,0,5840
181570054001,15,758,175,0,7219
181570054001,29,640,226,5900,1138
181570054001,30,548,162,4308,1110
181570054001,38,1004,312,12012,1332
181570054001,39,1412,400,12376,1504
181570054001,22,844,298,4586,1428
181570054001,23,814,286,4914,976
181570054001,16,786,178,0,5426
181570054001,17,639,182,2566,3765
181570054001,18,453,183,5358,269
181570054001,31,616,116,2042,3022
181570054001,32,646,148,2044,2660
181570054001,33,662,146,4730,2492
181570054001,24,806,318,7122,962
181570054001,25,742,306,5906,454
181570054001,40,1946,546,13330,1180
181570054001,41,1966,584,12602,1312
181570054001,42,2030,608,12828,1312
181570054001,34,752,210,5744,2180
181570054001,43,1946,524,12474,1658
181570011001,11,464,168,2282,417
181570011001,12,484,173,3049,204
181570011001,13,523,198,4725,271
181570011001,35,1080,258,7534,1612
181570011001,36,1064,334,9054,1294
181570011001,37,978,312,8512,1296
181570011001,26,1050,338,9682,1146
181570011001,27,1088,350,10556,758
181570011001,28,1044,288,9978,1426
181570011001,19,554,178,4731,315
181570011001,20,551,183,4104,364
181570011001,21,577,187,4547,372
181570011001,14,499,188,5926,277
181570011001,15,458,159,5815,319
181570011001,29,1076,312,10324,1166
181570011001,30,922,260,8158,1026
181570011001,38,1002,292,6902,1238
181570011001,39,986,302,8548,2028
181570011001,22,1220,352,8820,856
181570011001,23,1090,330,9274,828
181570011001,16,498,169,5574,339
181570011001,17,474,163,4915,343
181570011001,18,506,212,5496,94
181570011001,31,1124,302,9454,1414
181570011001,32,1140,314,8430,1732
181570011001,33,1148,328,8448,1548
181570011001,24,1030,314,9414,1042
181570011001,25,1058,302,7542,1206
181570011001,40,1036,322,9772,1172
181570011001,41,1092,282,7614,1946
181570011001,42,1030,340,9998,1262
181570011001,34,1092,304,8046,1480
181570011001,43,984,260,10990,2066
181570107001,11,4912,1519,2966,701
181570107001,12,4741,1687,3867,436
181570107001,13,5448,2222,4314,170
181570107001,35,15016,2044,0,2736
181570107001,36,15080,2428,0,2452
181570107001,37,13240,2272,426,2716
181570107001,26,8990,2736,8434,1408
181570107001,27,9514,2924,8010,1290
181570107001,28,9232,2962,8532,1156
181570107001,19,4657,1718,4823,307
181570107001,20,4953,1629,4215,421
181570107001,21,5013,1569,4220,535
181570107001,14,5227,2209,4867,135
181570107001,15,4500,1827,5215,180
181570107001,29,10000,3590,8682,928
181570107001,30,9962,3036,5924,1250
181570107001,38,10390,1698,3080,2734
181570107001,39,11334,1996,3430,2886
181570107001,22,10226,3302,8400,1050
181570107001,23,10274,3406,8260,1130
181570107001,16,4744,1749,4674,265
181570107001,17,4724,1807,4721,228
181570107001,18,4701,1865,4992,202
181570107001,31,15292,6950,5982,258
181570107001,32,17900,8754,4194,116
181570107001,33,15304,5206,3208,1440
181570107001,24,9186,2654,8268,1468
181570107001,25,9070,2490,8860,1610
181570107001,40,11390,2176,4620,2676
181570107001,41,10264,2216,6532,2516
181570107001,42,9402,2106,7806,2396
181570107001,34,12008,2534,2838,2784
181570107001,43,8960,2032,8440,2630
181570011003,11,322,125,3002,292
181570011003,12,329,139,5278,222
181570011003,13,371,153,5101,139
181570011003,35,792,202,8964,1868
181570011003,36,840,192,8400,1902
181570011003,37,798,172,7716,2634
181570011003,26,768,236,7626,1330
181570011003,27,812,278,6274,1108
181570011003,28,860,196,5464,1578
181570011003,19,357,110,4172,390
181570011003,20,377,120,3648,636
181570011003,21,365,120,3870,436
181570011003,14,368,152,5685,194
181570011003,15,323,138,6752,73
181570011003,29,842,240,6654,1264
181570011003,30,754,214,5524,1288
181570011003,38,850,212,7068,2206
181570011003,39,864,188,7106,2474
181570011003,22,762,210,7398,1206
181570011003,23,714,234,8984,1154
181570011003,16,373,143,4889,237
181570011003,17,350,140,5408,270
181570011003,18,356,137,4493,226
181570011003,31,882,258,7600,1162
181570011003,32,762,202,7154,1436
181570011003,33,746,214,7038,1740
181570011003,24,710,202,7832,1402
181570011003,25,806,236,8116,1436
181570011003,40,850,222,8678,1422
181570011003,41,910,232,8804,1576
181570011003,42,850,246,7670,1224
181570011003,34,750,208,7168,1274
181570011003,43,814,188,9068,1880
181570053001,11,533,147,278,964
181570053001,12,566,182,876,849
181570053001,13,606,230,3119,431
181570053001,35,876,260,9034,1330
181570053001,36,914,276,11438,992
181570053001,37,926,228,9508,1736
181570053001,26,930,288,6486,774
181570053001,27,834,308,8704,562
181570053001,28,874,328,10310,390
181570053001,19,444,157,5771,213
181570053001,20,495,174,4732,363
